,id_x,ano,beneficiario,rfc,rnpa,estado_x,municipio_x,localidad_x,monto,cod_inegi_municipio_x,cod_inegi_localidad_x,id_y,tipo,nombre,fecha_registro,tipo_persona,representante_legal,estado_y,municipio_y,localidad_y,inicio,cod_inegi_localidad_y,cod_inegi_municipio_y
5145,5146,2015,ISIDORO ANGEL BOVIO RIVERA,,2701002566.0,TABASCO,CENTLA,FRONTERA," 120,916.00 ",27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
1053,1054,2012,BRICEÑO RIVERO JOSE EDUARDO,,3105004786.0,YUCATAN,PROGRESO,PROGRESO,70000,31059.0,31059001.0,12135,CAPTURA,JOSE EDUARDO BRICEÑO RIVERO,18/08/11,FISÍCA,JOSE EDUARDO BRICEÑO RIVERO,YUCATAN,,,18/08/2011,,
1945,1946,2013,BRICEÑO RIVERO JOSE EDUARDO,,3105004786.0,YUCATAN,PROGRESO,PROGRESO,59626.69,31059.0,31059001.0,12135,CAPTURA,JOSE EDUARDO BRICEÑO RIVERO,18/08/11,FISÍCA,JOSE EDUARDO BRICEÑO RIVERO,YUCATAN,,,18/08/2011,,
3700,3701,2014,JOSE EDUARDO BRICEÑO RIVERO,,3105004786.0,YUCATAN,PROGRESO,PROGRESO,0,31059.0,31059001.0,12135,CAPTURA,JOSE EDUARDO BRICEÑO RIVERO,18/08/11,FISÍCA,JOSE EDUARDO BRICEÑO RIVERO,YUCATAN,,,18/08/2011,,
5291,5292,2015,JOSE EDUARDO BRICEÑO RIVERO,,3105004786.0,YUCATAN,PROGRESO,PROGRESO," 31,478.64 ",31059.0,31059001.0,12135,CAPTURA,JOSE EDUARDO BRICEÑO RIVERO,18/08/11,FISÍCA,JOSE EDUARDO BRICEÑO RIVERO,YUCATAN,,,18/08/2011,,
1054,1055,2012,BULNES ZURITA FELIPE GUSTAVO,,2701003911.0,TABASCO,CENTLA,FRONTERA,340000,27003.0,27003001.0,19399,CAPTURA,FELIPE GUSTAVO BULNES ZURITA,03/02/17,FISÍCA,FELIPE GUSTAVO BULNES ZURITA,TABASCO,CENTLA,FRONTERA,25/05/2000,27003001.0,27003.0
1946,1947,2013,BULNES ZURITA FELIPE GUSTAVO,,2701003911.0,TABASCO,CENTRO,VILLAHERMOSA,89500,27004.0,27004001.0,19399,CAPTURA,FELIPE GUSTAVO BULNES ZURITA,03/02/17,FISÍCA,FELIPE GUSTAVO BULNES ZURITA,TABASCO,CENTLA,FRONTERA,25/05/2000,27003001.0,27003.0
1947,1948,2013,BULNES ZURITA FELIPE GUSTAVO,,2701003911.0,TABASCO,CENTLA,FRONTERA,95700,27003.0,27003001.0,19399,CAPTURA,FELIPE GUSTAVO BULNES ZURITA,03/02/17,FISÍCA,FELIPE GUSTAVO BULNES ZURITA,TABASCO,CENTLA,FRONTERA,25/05/2000,27003001.0,27003.0
3703,3704,2014,FELIPE GUSTAVO BULNES ZURITA,,2701003911.0,TABASCO,CENTLA,FRONTERA,2150,27003.0,27003001.0,19399,CAPTURA,FELIPE GUSTAVO BULNES ZURITA,03/02/17,FISÍCA,FELIPE GUSTAVO BULNES ZURITA,TABASCO,CENTLA,FRONTERA,25/05/2000,27003001.0,27003.0
5149,5150,2015,FELIPE GUSTAVO BULNES ZURITA,,2701003911.0,TABASCO,CENTLA,FRONTERA," 51,817.50 ",27003.0,27003001.0,19399,CAPTURA,FELIPE GUSTAVO BULNES ZURITA,03/02/17,FISÍCA,FELIPE GUSTAVO BULNES ZURITA,TABASCO,CENTLA,FRONTERA,25/05/2000,27003001.0,27003.0
1055,1056,2012,BUSTAMANTE ENCINAS CARLOS,,2607003015.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,200000,,,10913,CAPTURA,CARLOS BUSTAMANTE ENCINAS,18/08/11,FISÍCA,CARLOS BUSTAMANTE ENCINAS,SONORA,,,18/08/2011,,
1948,1949,2013,BUSTAMANTE ENCINAS CARLOS,,2607003015.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,140000,,,10913,CAPTURA,CARLOS BUSTAMANTE ENCINAS,18/08/11,FISÍCA,CARLOS BUSTAMANTE ENCINAS,SONORA,,,18/08/2011,,
3702,3703,2014,CARLOS BUSTAMANTE ENCINAS,,2607003015.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2500,,,10913,CAPTURA,CARLOS BUSTAMANTE ENCINAS,18/08/11,FISÍCA,CARLOS BUSTAMANTE ENCINAS,SONORA,,,18/08/2011,,
1056,1057,2012,C.T.S. BAIT CO. S.A. DE C.V.,CBA060426RL0,302001235.0,BAJA CALIFORNIA SUR,LOS CABOS,PANAMA,336490,3008.0,3008180.0,18009,CAPTURA,C.T.S. BAIT CO SA DE CV.,04/03/16,MORAL,JORGE EUGENIO TELLEZ LANDIN,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,26/04/2006,3008054.0,3008.0
1949,1950,2013,C.T.S. BAIT CO. S.A. DE C.V.,CBA060426RL0,302001235.0,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,456908,3008.0,3008054.0,18009,CAPTURA,C.T.S. BAIT CO SA DE CV.,04/03/16,MORAL,JORGE EUGENIO TELLEZ LANDIN,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,26/04/2006,3008054.0,3008.0
4032,4033,2014,"C.T.S. BAIT CO, S.A. DE C.V.",,302001235.0,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,28800,3008.0,3008054.0,18009,CAPTURA,C.T.S. BAIT CO SA DE CV.,04/03/16,MORAL,JORGE EUGENIO TELLEZ LANDIN,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,26/04/2006,3008054.0,3008.0
4517,4518,2015,"C.T.S. BAIT CO, S.A. DE C.V.",,302001235.0,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS," 229,760.00 ",3008.0,3008054.0,18009,CAPTURA,C.T.S. BAIT CO SA DE CV.,04/03/16,MORAL,JORGE EUGENIO TELLEZ LANDIN,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,26/04/2006,3008054.0,3008.0
1057,1058,2012,CABANILLAS  JOSE MANUEL,,2501003723.0,SINALOA,CULIACAN,CULIACAN ROSALES,80000,25006.0,25006001.0,18703,ACUACULTURA,JOSE MANUEL CABANILLAS .,22/03/16,FISÍCA,JOSE MANUEL CABANILLAS,SINALOA,CULIACAN,CULIACAN ROSALES,07/09/2004,25006001.0,25006.0
1951,1952,2013,CABANILLAS  JOSE MANUEL,,2501003723.0,SINALOA,CULIACAN,CULIACAN ROSALES,89200,25006.0,25006001.0,18703,ACUACULTURA,JOSE MANUEL CABANILLAS .,22/03/16,FISÍCA,JOSE MANUEL CABANILLAS,SINALOA,CULIACAN,CULIACAN ROSALES,07/09/2004,25006001.0,25006.0
3711,3712,2014,JOSE MANUEL CABANILLAS,,2501003723.0,SINALOA,CULIACAN,CULIACAN ROSALES,3700,25006.0,25006001.0,18703,ACUACULTURA,JOSE MANUEL CABANILLAS .,22/03/16,FISÍCA,JOSE MANUEL CABANILLAS,SINALOA,CULIACAN,CULIACAN ROSALES,07/09/2004,25006001.0,25006.0
4628,4629,2015,JOSE MANUEL CABANILLAS ,,2501003723.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 79,900.00 ",,,18703,ACUACULTURA,JOSE MANUEL CABANILLAS .,22/03/16,FISÍCA,JOSE MANUEL CABANILLAS,SINALOA,CULIACAN,CULIACAN ROSALES,07/09/2004,25006001.0,25006.0
1058,1059,2012,CABRALES DELGADO ELIAT,,203013875.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,308000,2001.0,2001001.0,17957,CAPTURA,ELIAT CABRALES DELGADO,27/06/16,FISÍCA,ELIAT CABRALES DELGADO,BAJA CALIFORNIA,ENSENADA,ENSENADA,01/07/2007,2001001.0,2001.0
1952,1953,2013,CABRALES DELGADO ELIAT,,203013875.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,361341.8,2001.0,2001001.0,17957,CAPTURA,ELIAT CABRALES DELGADO,27/06/16,FISÍCA,ELIAT CABRALES DELGADO,BAJA CALIFORNIA,ENSENADA,ENSENADA,01/07/2007,2001001.0,2001.0
3706,3707,2014,ELIAT CABRALES DELGADO,,203013875.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,1080,2001.0,2001001.0,17957,CAPTURA,ELIAT CABRALES DELGADO,27/06/16,FISÍCA,ELIAT CABRALES DELGADO,BAJA CALIFORNIA,ENSENADA,ENSENADA,01/07/2007,2001001.0,2001.0
4490,4491,2015,ELIAT CABRALES DELGADO,,203013875.0,BAJA CALIFORNIA,ENSENADA,ENSENADA," 206,010.00 ",2001.0,2001001.0,17957,CAPTURA,ELIAT CABRALES DELGADO,27/06/16,FISÍCA,ELIAT CABRALES DELGADO,BAJA CALIFORNIA,ENSENADA,ENSENADA,01/07/2007,2001001.0,2001.0
1059,1060,2012,CAMARICULTORES  III S.A DE C.V,CCI950703C74,2501002188.0,SINALOA,CULIACAN,COSPITA,130000,25006.0,25006311.0,20361,ACUACULTURA,CAMARICULTORES DE COSPITA III SA DE CV,14/02/16,MORAL,CARMEN JULIA GONZALEZ MADERO,SINALOA,CULIACAN,CULIACAN ROSALES,09/10/1995,25006001.0,25006.0
1953,1954,2013,CAMARICULTORES DE COSPITA III SA DE CV,CCI950703C74,2501002188.0,SINALOA,CULIACAN,COSPITA,19400,25006.0,25006311.0,20361,ACUACULTURA,CAMARICULTORES DE COSPITA III SA DE CV,14/02/16,MORAL,CARMEN JULIA GONZALEZ MADERO,SINALOA,CULIACAN,CULIACAN ROSALES,09/10/1995,25006001.0,25006.0
1060,1061,2012,"CAMARONERA CRUZ DEL NARANJERO, S.A. DE C.V.",GCC911118FA4,2510000637.0,SINALOA,ROSARIO,CHAMETLA,246400,25014.0,25014146.0,18426,ACUACULTURA,GRANJA CAMARONERA CRUZ DEL NARANJERO SA DE CV,19/06/15,MORAL,ALEJANDRO SAN VICENTE CAMPOY,SINALOA,MAZATLAN,MAZATLAN,01/01/2005,25012001.0,25012.0
2168,2169,2013,"GRANJA CAMARONERA CRUZ DEL NARANJERO, S.A. DE C.V.",GCC911118FA4,2510000637.0,SINALOA,ROSARIO,EL ROSARIO,109140,25014.0,25014001.0,18426,ACUACULTURA,GRANJA CAMARONERA CRUZ DEL NARANJERO SA DE CV,19/06/15,MORAL,ALEJANDRO SAN VICENTE CAMPOY,SINALOA,MAZATLAN,MAZATLAN,01/01/2005,25012001.0,25012.0
4958,4959,2015,GRANJA CAMARONERA CRUZ DEL NARANJERO,,2510000637.0,SINALOA,ROSARIO,AGUA VERDE," 34,680.00 ",25014.0,25014388.0,18426,ACUACULTURA,GRANJA CAMARONERA CRUZ DEL NARANJERO SA DE CV,19/06/15,MORAL,ALEJANDRO SAN VICENTE CAMPOY,SINALOA,MAZATLAN,MAZATLAN,01/01/2005,25012001.0,25012.0
1062,1063,2012,"CAMARONERA PALMASOLA, S.A. DE C.V.",CPA930527DP1,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO,857220,28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
1954,1955,2013,"CAMARONERA PALMASOLA, S.A. DE C.V.",CPA930527DP1,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO,157600,28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
1955,1956,2013,"CAMARONERA PALMASOLA, S.A. DE C.V.",CPA930527DP1,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO,260700,28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
1956,1957,2013,"CAMARONERA PALMASOLA, S.A. DE C.V.",CPA930527DP1,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO,426530,28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
4044,4045,2014,"CAMARONERA PALMASOLA, S.A DE C.V",,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO,93600,28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
5186,5187,2015,"CAMARONERA PALMASOLA, S.A DE C.V",,2808005082.0,TAMAULIPAS,TAMPICO,TAMPICO," 399,150.00 ",28038.0,28038001.0,20538,CAPTURA,CAMARONERA PALMASOLA S.A. DE C.V.,08/03/17,MORAL,OSCAR ALFONSO PIER KIENTZLE,TAMAULIPAS,TAMPICO,TAMPICO,27/05/1993,28038001.0,28038.0
1063,1064,2012,CAMARONERA SAN JUAN SA DE CV,CSJ100226C31,2505004305.0,SINALOA,GUASAVE,CASA BLANCA,160000,25011.0,25011085.0,6446,ACUACULTURA,CAMARONERA SAN JUAN SA DE CV,03/08/15,MORAL,EVERARDO AHUMADA QUINTERO,SINALOA,GUASAVE,CASA BLANCA,09/04/2013,25011085.0,25011.0
1961,1962,2013,CAMARONERA SAN JUAN SA DE CV,CSJ100226C31,2505004305.0,SINALOA,GUASAVE,CASA BLANCA,307104,25011.0,25011085.0,6446,ACUACULTURA,CAMARONERA SAN JUAN SA DE CV,03/08/15,MORAL,EVERARDO AHUMADA QUINTERO,SINALOA,GUASAVE,CASA BLANCA,09/04/2013,25011085.0,25011.0
4051,4052,2014,CAMARONERA SAN JUAN S.A. DE C.V.,,2505004305.0,SINALOA,GUASAVE,CASA BLANCA,19200,25011.0,25011085.0,6446,ACUACULTURA,CAMARONERA SAN JUAN SA DE CV,03/08/15,MORAL,EVERARDO AHUMADA QUINTERO,SINALOA,GUASAVE,CASA BLANCA,09/04/2013,25011085.0,25011.0
4699,4700,2015,CAMARONERA SAN JUAN S.A. DE C.V.,,2505004305.0,SINALOA,GUASAVE,CASA BLANCA," 253,448.00 ",25011.0,25011085.0,6446,ACUACULTURA,CAMARONERA SAN JUAN SA DE CV,03/08/15,MORAL,EVERARDO AHUMADA QUINTERO,SINALOA,GUASAVE,CASA BLANCA,09/04/2013,25011085.0,25011.0
1064,1065,2012,"CAMARONES DEL HUITUSSI, S.C. DE R.L. DE C.V.",CHU051207184,2505003364.0,SINALOA,GUASAVE,GUASAVE,86000,25011.0,25011001.0,18320,ACUACULTURA,CAMARONES DEL HUITUSSI SC DE RL DE CV,17/03/16,MORAL,MARIA LOURDES ZEPEDA CAMACHO,SINALOA,GUASAVE,GUASAVE,07/12/2005,25011001.0,25011.0
1962,1963,2013,CAMARONES DEL HUITUSSI SC DE RL DE CV,CHU051207184,2505003364.0,SINALOA,GUASAVE,TAMAZULA,91050,25011.0,25011269.0,18320,ACUACULTURA,CAMARONES DEL HUITUSSI SC DE RL DE CV,17/03/16,MORAL,MARIA LOURDES ZEPEDA CAMACHO,SINALOA,GUASAVE,GUASAVE,07/12/2005,25011001.0,25011.0
4038,4039,2014,"CAMARONES DEL HUITUSSI, S.C. DE R.L. DE C.V.",,2505003364.0,SINALOA,GUASAVE,EJIDO CALLEJON DE TAMAZULA,0,25011.0,250111162.0,18320,ACUACULTURA,CAMARONES DEL HUITUSSI SC DE RL DE CV,17/03/16,MORAL,MARIA LOURDES ZEPEDA CAMACHO,SINALOA,GUASAVE,GUASAVE,07/12/2005,25011001.0,25011.0
4688,4689,2015,"CAMARONES DEL HUITUSSI, S.C. DE R.L. DE C.V.",,2505003364.0,SINALOA,GUASAVE,CALLEJONES DE TAMAZULA," 15,200.00 ",25011.0,25011069.0,18320,ACUACULTURA,CAMARONES DEL HUITUSSI SC DE RL DE CV,17/03/16,MORAL,MARIA LOURDES ZEPEDA CAMACHO,SINALOA,GUASAVE,GUASAVE,07/12/2005,25011001.0,25011.0
1065,1066,2012,"CAMARONICULTORES DE SONORA, S.P.R. DE R.L.",CSO020419SL4,2602006393.0,SONORA,CAJEME,CIUDAD OBREGON,259200,26018.0,26018001.0,19031,ACUACULTURA,CAMARONICULTORES DE SONORA SPR DE RL,11/02/16,MORAL,ING. SERGIO ORACIO BELTRAN SOTO,SONORA,CAJEME,CIUDAD OBREGON,19/04/2002,26018001.0,26018.0
1963,1964,2013,CAMARONICULTORES DE SONORA SPR DE RL,CSO020419SL4,2602006393.0,SONORA,CAJEME,CIUDAD OBREGON,101700,26018.0,26018001.0,19031,ACUACULTURA,CAMARONICULTORES DE SONORA SPR DE RL,11/02/16,MORAL,ING. SERGIO ORACIO BELTRAN SOTO,SONORA,CAJEME,CIUDAD OBREGON,19/04/2002,26018001.0,26018.0
4992,4993,2015,"CAMARONICULTORES DE SONORA, SPR DE RL",,2602006393.0,SONORA,CAJEME,CIUDAD OBREGÓN," 124,400.00 ",26018.0,,19031,ACUACULTURA,CAMARONICULTORES DE SONORA SPR DE RL,11/02/16,MORAL,ING. SERGIO ORACIO BELTRAN SOTO,SONORA,CAJEME,CIUDAD OBREGON,19/04/2002,26018001.0,26018.0
1067,1068,2012,CAMPOS ZURITA CRISTINA,,1805001615.0,NAYARIT,ROSAMORADA,PERICOS,8000,18010.0,18010022.0,11125,ACUACULTURA,CRISTINA CAMPOS ZURITA,06/06/16,FISÍCA,CRISTINA CAMPOS ZURITA,NAYARIT,ROSAMORADA,PERICOS,18/08/2011,18010022.0,18010.0
1964,1965,2013,CAMPOS ZURITA CRISTINA,,1805001615.0,NAYARIT,ROSAMORADA,PERICOS,9600,18010.0,18010022.0,11125,ACUACULTURA,CRISTINA CAMPOS ZURITA,06/06/16,FISÍCA,CRISTINA CAMPOS ZURITA,NAYARIT,ROSAMORADA,PERICOS,18/08/2011,18010022.0,18010.0
3712,3713,2014,CRISTINA CAMPOS ZURITA,,1805001615.0,NAYARIT,ROSAMORADA,PERICOS,1792,18010.0,18010022.0,11125,ACUACULTURA,CRISTINA CAMPOS ZURITA,06/06/16,FISÍCA,CRISTINA CAMPOS ZURITA,NAYARIT,ROSAMORADA,PERICOS,18/08/2011,18010022.0,18010.0
4579,4580,2015,CRISTINA CAMPOS ZURITA,,1805001615.0,NAYARIT,ROSAMORADA,PERICOS," 8,100.00 ",18010.0,18010022.0,11125,ACUACULTURA,CRISTINA CAMPOS ZURITA,06/06/16,FISÍCA,CRISTINA CAMPOS ZURITA,NAYARIT,ROSAMORADA,PERICOS,18/08/2011,18010022.0,18010.0
1068,1069,2012,CARDEÑA Y ESCALANTE JOSE DE LOS SANTOS,,3105004760.0,YUCATAN,PROGRESO,PROGRESO,72000,31059.0,31059001.0,12128,CAPTURA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,03/12/14,FISÍCA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,YUCATAN,PROGRESO,PROGRESO,18/08/2011,31059001.0,31059.0
1965,1966,2013,CARDEÑA Y ESCALANTE JOSE DE LOS SANTOS,,3105004760.0,YUCATAN,PROGRESO,PROGRESO,52387,31059.0,31059001.0,12128,CAPTURA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,03/12/14,FISÍCA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,YUCATAN,PROGRESO,PROGRESO,18/08/2011,31059001.0,31059.0
3707,3708,2014,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,,3105004760.0,YUCATAN,PROGRESO,PROGRESO,1070,31059.0,31059001.0,12128,CAPTURA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,03/12/14,FISÍCA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,YUCATAN,PROGRESO,PROGRESO,18/08/2011,31059001.0,31059.0
5289,5290,2015,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,,3105004760.0,YUCATAN,PROGRESO,PROGRESO," 21,978.84 ",31059.0,31059001.0,12128,CAPTURA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,03/12/14,FISÍCA,JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE,YUCATAN,PROGRESO,PROGRESO,18/08/2011,31059001.0,31059.0
1069,1070,2012,CARDENAS ESPARZA JOSE MANUEL,,2508010234.0,SINALOA,MAZATLAN,MAZATLAN,215194,25012.0,25012001.0,12218,CAPTURA,JOSE MANUEL CARDENAS ESPARZA,18/08/11,FISÍCA,JOSE MANUEL CARDENAS ESPARZA,SINALOA,,,18/08/2011,,
1070,1071,2012,CARRANDI GAMBOA FRANCISCO,,3011010471.0,TABASCO,CENTLA,FRONTERA,95094,27003.0,27003001.0,12654,CAPTURA,MARIA DEL CARMEN ORDOÑEZ SURIANO,18/08/11,FISÍCA,MARIA DEL CARMEN ORDOÑEZ SURIANO,VERACRUZ,,,18/08/2011,,
1966,1967,2013,CARRANDI GAMBOA FRANCISCO,,3011010471.0,TABASCO,CENTLA,FRONTERA,56200,27003.0,27003001.0,12654,CAPTURA,MARIA DEL CARMEN ORDOÑEZ SURIANO,18/08/11,FISÍCA,MARIA DEL CARMEN ORDOÑEZ SURIANO,VERACRUZ,,,18/08/2011,,
1071,1072,2012,CARREON HIGUERA ROSA MARIA,,2604006003.0,SONORA,GUAYMAS,NINGUNO,259980,26029.0,260291348.0,20724,CAPTURA,ROSA MARIA CARREON HIGUERA,11/04/16,FISÍCA,ROSA MARIA CARREON HIGUERA,SONORA,GUAYMAS,HEROICA GUAYMAS,23/09/1991,26029001.0,26029.0
1967,1968,2013,CARREON HIGUERA ROSA MARIA,,2604006003.0,SONORA,GUAYMAS,HEROICA GUAYMAS,178000,26029.0,26029001.0,20724,CAPTURA,ROSA MARIA CARREON HIGUERA,11/04/16,FISÍCA,ROSA MARIA CARREON HIGUERA,SONORA,GUAYMAS,HEROICA GUAYMAS,23/09/1991,26029001.0,26029.0
3708,3709,2014,ROSA MARIA CARREON HIGUERA,,2604006003.0,SONORA,GUAYMAS,HEROICA GUAYMAS,21200,26029.0,26029001.0,20724,CAPTURA,ROSA MARIA CARREON HIGUERA,11/04/16,FISÍCA,ROSA MARIA CARREON HIGUERA,SONORA,GUAYMAS,HEROICA GUAYMAS,23/09/1991,26029001.0,26029.0
5009,5010,2015,ROSA MARIA CARREON HIGUERA,,2604006003.0,SONORA,GUAYMAS,HEROICA GUAYMAS," 98,400.00 ",26029.0,26029001.0,20724,CAPTURA,ROSA MARIA CARREON HIGUERA,11/04/16,FISÍCA,ROSA MARIA CARREON HIGUERA,SONORA,GUAYMAS,HEROICA GUAYMAS,23/09/1991,26029001.0,26029.0
1072,1073,2012,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,1386940,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1968,1969,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,182450,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1969,1970,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,192700,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1970,1971,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,272700,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1971,1972,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,267000,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1972,1973,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,284200,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1973,1974,2013,CARRILLO AGUILERA MARCO ANTONIO,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,292550,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
3704,3705,2014,MARCO ANTONIO CARRILLO AGUILERA,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO,273429.2,28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
5183,5184,2015,MARCO ANTONIO CARRILLO AGUILERA,,2808005041.0,TAMAULIPAS,TAMPICO,TAMPICO," 695,340.00 ",28038.0,28038001.0,20419,CAPTURA,MARCO ANTONIO CARRILLO AGUILERA,24/01/17,FISÍCA,MARCO ANTONIO CARRILLO AGUILERA,TAMAULIPAS,TAMPICO,TAMPICO,30/01/1994,28038001.0,28038.0
1073,1074,2012,CARRILLO Y COVARRUBIAS SALVADOR,,2808005033.0,TAMAULIPAS,TAMPICO,TAMPICO,246000,28038.0,28038001.0,13683,CAPTURA,SALVADOR CARRILLO COVARRUBIAS,18/08/11,FISÍCA,SALVADOR CARRILLO COVARRUBIAS,TAMAULIPAS,,,18/08/2011,,
1074,1075,2012,CASTRO RAMIREZ EDUARDO OCTAVIO,,2509001935.0,SINALOA,NAVOLATO,NAVOLATO,140000,25018.0,25018001.0,17868,ACUACULTURA,EDUARDO OCTAVIO CASTRO RAMIREZ,15/07/15,FISÍCA,EDUARDO OCTAVIO CASTRO RAMIREZ,SINALOA,CULIACAN,CULIACAN ROSALES,17/01/2007,25006001.0,25006.0
1974,1975,2013,CASTRO RAMIREZ EDUARDO OCTAVIO,,2509001935.0,SINALOA,CULIACAN,CULIACAN ROSALES,133200,25006.0,25006001.0,17868,ACUACULTURA,EDUARDO OCTAVIO CASTRO RAMIREZ,15/07/15,FISÍCA,EDUARDO OCTAVIO CASTRO RAMIREZ,SINALOA,CULIACAN,CULIACAN ROSALES,17/01/2007,25006001.0,25006.0
